Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Yr
Eric Piatkowski,SG,35,CHI,6,28,17.7,.727,.833,.333,4.2,16.5,10.4,5.9,0.0,3.1,0.0,11.2,,0.1,0.0,0.1,.217,,4.7,2.6,7.3,0.1,2006
Zoran Planinić,PG,23,NJN,3,6,-2.8,.000,.000,2.000,0.0,21.7,10.4,46.7,9.0,0.0,34.7,23.0,,-0.1,0.0,0.0,-0.365,,-12.7,5.9,-6.7,0.0,2006
Scot Pollard,C,30,IND,4,15,-2.2,.000,.000,.000,8.9,32.4,21.2,0.0,3.7,0.0,50.0,6.5,,0.0,0.0,0.0,-0.041,,-10.6,2.0,-8.6,0.0,2006
James Posey,SF,29,MIA,22,607,11.5,.614,.728,.325,3.1,20.6,12.2,5.1,1.5,0.3,7.8,11.1,,1.0,1.1,2.1,.163,,0.9,2.0,2.9,0.7,2006
Vitaly Potapenko,C,30,SAC,4,9,19.1,.500,.000,.000,12.8,0.0,7.0,0.0,6.1,0.0,0.0,20.9,,0.0,0.0,0.0,.109,,0.4,0.3,0.6,0.0,2006
Josh Powell,PF,23,DAL,6,25,-8.0,.000,.000,.000,9.4,0.0,4.8,5.4,0.0,0.0,20.0,9.3,,-0.1,0.0,-0.1,-0.149,,-9.4,-2.7,-12.1,-0.1,2006
Ronnie Price,PG,22,SAC,4,9,-12.5,.000,.000,.000,0.0,0.0,0.0,15.7,0.0,0.0,0.0,15.7,,-0.1,0.0,-0.1,-0.369,,-11.7,-6.5,-18.1,0.0,2006
Tayshaun Prince,SF,25,DET,18,745,17.0,.560,.199,.329,6.8,10.1,8.4,13.8,0.9,1.6,10.5,19.3,,1.4,0.9,2.3,.148,,3.3,0.8,4.1,1.2,2006
Vladimir Radmanović,PF,25,LAC,12,246,15.8,.637,.621,.348,4.6,17.0,11.3,7.7,1.5,1.9,9.5,15.5,,0.6,0.3,0.9,.177,,2.4,2.1,4.4,0.4,2006
Željko Rebrača,C,33,LAC,3,22,-3.8,.333,.000,.000,5.8,14.6,10.6,0.0,0.0,3.5,40.0,10.3,,-0.1,0.0,0.0,-0.098,,-11.6,-0.3,-11.9,-0.1,2006
Michael Redd,SG,26,MIL,5,185,28.4,.652,.179,.548,10.4,7.6,9.1,7.9,1.2,0.0,8.8,28.8,,1.0,-0.2,0.8,.204,,8.1,-2.0,6.1,0.4,2006
Clifford Robinson,PF,39,NJN,8,198,3.7,.437,.487,.128,1.2,15.8,8.2,3.9,2.5,1.4,19.5,12.4,,-0.3,0.3,0.0,-0.010,,-5.7,0.9,-4.8,-0.1,2006
Quinton Ross,SF,24,LAC,12,294,11.1,.575,.000,.219,3.5,8.7,6.3,4.5,1.2,2.1,10.1,13.7,,0.3,0.3,0.6,.098,,-2.0,1.9,-0.2,0.1,2006
Michael Ruffin,C,29,WAS,6,70,5.7,.347,.000,1.000,9.9,17.5,13.6,8.2,0.8,2.1,41.0,3.3,,0.0,0.1,0.1,.057,,-2.5,1.4,-1.1,0.0,2006
Luke Schenscher,C,23,CHI,3,17,22.7,.931,.000,2.000,20.7,27.1,24.0,0.0,0.0,0.0,21.0,12.7,,0.1,0.0,0.1,.287,,5.0,1.7,6.7,0.0,2006
Wayne Simien,PF,22,MIA,2,7,-23.0,.000,.000,.000,17.8,0.0,8.5,0.0,0.0,0.0,25.0,27.1,,-0.1,0.0,-0.1,-0.578,,-17.2,-10.1,-27.2,0.0,2006
Bobby Simmons,SF,25,MIL,5,159,7.1,.393,.286,.000,3.0,11.3,7.0,9.0,3.1,0.6,12.5,14.1,,-0.2,0.0,-0.2,-0.070,,-2.4,-0.7,-3.2,0.0,2006
James Singleton,SF,24,LAC,7,12,5.6,.333,.667,.000,0.0,26.8,14.5,22.9,0.0,0.0,0.0,11.3,,0.0,0.0,0.0,.057,,-5.0,2.8,-2.2,0.0,2006
Joe Smith,PF,30,MIL,5,106,14.2,.514,.000,.273,6.8,25.4,15.8,4.4,1.0,1.7,2.6,16.7,,0.2,0.0,0.1,.060,,-0.5,-0.9,-1.4,0.0,2006
Eric Snow,PG,32,CLE,13,408,8.2,.484,.013,.382,2.9,9.5,6.3,14.4,1.5,0.6,19.1,12.8,,-0.1,0.4,0.3,.034,,-3.3,0.8,-2.4,0.0,2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
Jerry Stackhouse,SG,31,DAL,22,711,12.6,.489,.236,.268,3.3,7.4,5.3,13.5,0.9,0.7,10.7,22.6,,0.3,0.6,0.9,.064,,1.2,-1.1,0.1,0.4,2006
Peja Stojaković,SF,28,IND,2,51,16.7,.522,.167,.389,0.0,21.4,11.2,15.9,1.1,1.6,4.5,21.2,,0.1,0.1,0.1,.127,,2.1,0.3,2.5,0.1,2006
Mike Sweetney,C,23,CHI,6,120,14.8,.508,.000,.559,15.7,16.3,16.0,9.9,1.3,4.3,14.2,18.7,,0.1,0.2,0.3,.124,,-1.7,1.7,0.0,0.1,2006
Donell Taylor,SG,23,WAS,1,3,17.0,.000,1.000,.000,0.0,0.0,0.0,46.9,17.8,0.0,0.0,15.6,,0.0,0.0,0.0,-0.019,,-0.2,14.4,14.2,0.0,2006
Jason Terry,PG,28,DAL,22,844,16.1,.520,.274,.192,1.7,7.7,4.6,18.0,1.7,0.1,9.9,24.4,,1.0,0.9,1.9,.107,,2.6,-0.2,2.4,0.9,2006
Billy Thomas,SG,30,WAS,3,14,-20.0,.114,.571,.571,0.0,8.8,4.2,0.0,0.0,0.0,0.0,29.3,,-0.1,0.0,-0.1,-0.491,,-19.9,-9.1,-29.0,-0.1,2006
Etan Thomas,C,27,WAS,3,18,22.4,.444,.000,.800,12.8,27.3,19.8,0.0,5.9,8.2,0.0,17.6,,0.0,0.1,0.1,.196,,0.5,3.0,3.6,0.0,2006
John Thomas,C,30,NJN,8,56,2.7,.509,.000,.333,8.5,13.9,11.1,5.4,2.9,1.7,42.1,10.2,,-0.1,0.1,0.0,.000,,-8.0,2.2,-5.7,-0.1,2006
Kenny Thomas,PF,28,SAC,6,148,10.5,.589,.000,.542,9.3,14.3,11.5,8.7,1.8,0.0,23.2,12.3,,0.1,-0.1,0.1,.021,,-1.4,-0.5,-1.9,0.0,2006
Kurt Thomas,C,33,PHO,1,6,1.0,.568,,,0.0,19.6,10.0,0.0,0.0,0.0,0.0,6.9,,0.0,0.0,0.0,.062,,-8.9,1.0,-7.9,0.0,2006
Tim Thomas,PF,28,PHO,20,636,16.7,.625,.491,.223,3.1,20.4,11.8,6.1,1.5,0.9,8.3,19.5,,1.2,0.5,1.7,.131,,1.5,1.2,2.7,0.8,2006
Jamaal Tinsley,PG,27,IND,1,7,3.5,.333,.667,.000,0.0,0.0,0.0,28.2,7.9,0.0,25.0,28.0,,0.0,0.0,0.0,-0.203,,-7.3,3.6,-3.7,0.0,2006
Jake Tsakalidis,C,26,MEM,4,59,4.2,.597,.000,.200,8.9,14.7,11.9,6.7,1.0,1.3,39.1,15.7,,-0.1,0.0,-0.1,-0.078,,-7.4,0.0,-7.4,-0.1,2006
Nikoloz Tskitishvili,SF,22,PHO,4,8,-10.8,.129,.333,.667,0.0,14.7,7.5,30.6,0.0,0.0,20.5,28.7,,-0.1,0.0,-0.1,-0.470,,-13.4,-2.4,-15.8,0.0,2006
Ronny Turiaf,C,23,LAL,3,25,18.8,.720,.000,1.200,19.3,15.9,17.7,0.0,0.0,3.4,20.7,17.6,,0.1,0.0,0.1,.175,,-0.7,-2.1,-2.8,0.0,2006
Beno Udrih,PG,23,SAS,7,47,8.1,.388,.200,.167,2.9,7.7,5.4,32.2,0.0,0.0,8.5,36.4,,-0.1,0.0,-0.1,-0.128,,-3.3,-4.7,-8.0,-0.1,2006
Nick Van Exel,PG,34,SAS,12,133,5.7,.362,.313,.281,1.0,10.0,5.8,18.5,1.2,1.1,12.2,15.0,,-0.1,0.0,-0.1,-0.034,,-4.1,-0.4,-4.6,-0.1,2006
Keith Van Horn,SF,30,DAL,14,172,5.8,.423,.475,.051,5.5,17.4,11.2,1.9,0.0,1.9,9.0,17.9,,-0.1,0.2,0.0,.013,,-2.8,-1.6,-4.4,-0.1,2006
Anderson Varejão,C,23,CLE,13,238,17.4,.664,.000,.740,9.1,19.8,14.5,2.3,2.1,0.7,8.3,14.5,,0.7,0.4,1.1,.216,,0.1,2.1,2.2,0.2,2006
Jacque Vaughn,SG,30,NJN,11,159,2.8,.388,.030,.212,2.3,6.5,4.3,11.8,0.7,0.0,10.0,12.1,,-0.1,0.1,0.0,-0.011,,-6.7,-0.9,-7.6,-0.2,2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
Sasha Vujačić,PG,21,LAL,7,129,13.7,.681,.577,.423,2.8,14.4,8.3,6.9,1.6,0.0,8.9,11.9,,0.3,0.0,0.4,.143,,1.1,2.1,3.2,0.2,2006
Dwyane Wade,SG,24,MIA,23,959,26.9,.593,.084,.567,3.6,12.7,8.4,27.9,2.8,2.3,14.0,31.7,,2.8,2.0,4.8,.240,,6.5,2.8,9.3,2.7,2006
Antoine Walker,PF,29,MIA,23,862,10.6,.500,.523,.191,2.3,14.9,8.9,11.0,1.4,0.8,13.3,19.5,,-0.2,1.4,1.2,.067,,0.5,0.2,0.7,0.6,2006
Ben Wallace,C,31,DET,18,642,12.4,.420,.014,.930,11.0,25.5,18.0,7.8,2.1,2.8,13.0,8.7,,0.2,1.4,1.5,.114,,-0.3,2.2,1.9,0.6,2006
Rasheed Wallace,PF,31,DET,18,628,13.1,.512,.354,.247,3.2,19.6,11.1,9.9,0.9,1.9,9.2,21.1,,0.2,1.0,1.2,.093,,0.1,0.6,0.7,0.4,2006
Luke Walton,SF,25,LAL,7,235,12.7,.499,.133,.060,5.1,19.7,12.1,8.5,1.6,0.4,11.4,18.6,,0.0,0.1,0.1,.027,,-0.5,0.1,-0.5,0.1,2006
Hakim Warrick,PF,23,MEM,3,43,6.4,.451,.063,.875,3.1,17.3,10.4,0.0,1.3,0.0,15.3,31.6,,-0.1,0.0,-0.1,-0.110,,-6.0,-1.5,-7.5,-0.1,2006
Bonzi Wells,SG,29,SAC,6,249,24.1,.656,.092,.494,11.5,26.6,18.3,6.5,1.1,0.7,14.5,23.4,,0.8,0.0,0.7,.142,,4.8,-0.6,4.2,0.4,2006
Jiří Welsch,SF,26,MIL,4,15,25.6,.608,.000,1.000,0.0,25.7,12.4,20.4,3.6,0.0,0.0,17.9,,0.1,0.0,0.1,.228,,3.6,3.9,7.4,0.0,2006
Jason Williams,PG,30,MIA,23,686,10.9,.522,.514,.243,0.5,7.1,4.0,21.4,1.2,0.0,15.0,16.7,,0.5,0.9,1.3,.091,,0.0,-0.7,-0.7,0.2,2006
Mo Williams,PG,23,MIL,5,75,11.3,.529,.324,.000,0.0,5.1,2.5,23.8,0.7,0.0,15.0,24.9,,0.0,-0.1,-0.1,-0.057,,-2.7,-3.7,-6.3,-0.1,2006
Corliss Williamson,SF,32,SAC,3,11,16.1,.554,.000,.600,0.0,12.8,5.8,0.0,0.0,0.0,0.0,27.0,,0.0,0.0,0.0,.135,,-2.3,-2.7,-5.0,0.0,2006
Metta World Peace,SF,26,SAC,5,198,16.3,.477,.333,.284,4.6,12.1,8.0,13.7,2.2,1.8,5.2,22.8,,0.2,0.0,0.2,.046,,2.8,-0.1,2.6,0.2,2006
Antoine Wright,SG,21,NJN,5,10,3.7,.376,.000,.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,,0.0,0.0,0.0,-0.086,,-4.2,-6.1,-10.3,0.0,2006
Lorenzen Wright,C,30,MEM,4,86,18.3,.647,.000,.556,16.8,13.0,14.8,7.2,0.0,3.7,18.2,16.5,,0.2,0.0,0.2,.112,,2.4,1.1,3.5,0.1,2006
Hassan Adams,SG,22,NJN,6,9,0.5,.500,.000,.000,0.0,13.0,6.6,0.0,0.0,0.0,0.0,10.7,,0.0,0.0,0.0,.063,,-10.3,0.1,-10.2,0.0,2007
Maurice Ager,SG,22,DAL,3,24,20.9,.644,.333,.667,4.6,9.5,7.0,0.0,0.0,0.0,0.0,21.1,,0.1,0.0,0.1,.179,,5.0,0.4,5.4,0.0,2007
Malik Allen,PF,28,CHI,5,34,-5.7,.167,.000,.000,13.9,10.2,12.0,4.8,1.6,2.4,20.0,20.4,,-0.2,0.0,-0.2,-0.229,,-12.1,-1.4,-13.5,-0.1,2007
Rafer Alston,PG,30,HOU,7,309,10.7,.477,.676,.176,2.3,15.4,9.0,21.0,2.3,0.7,17.6,15.2,,0.0,0.4,0.4,.063,,-2.6,2.6,0.0,0.2,2007
Carmelo Anthony,SF,22,DEN,5,210,22.1,.582,.184,.398,10.0,13.5,11.8,6.0,1.3,0.0,14.2,29.5,,0.5,0.1,0.6,.144,,5.8,-0.6,5.2,0.4,2007
Rafael Araújo,C,26,UTA,5,28,12.6,.414,.000,1.500,12.5,33.7,23.1,5.5,1.9,0.0,0.0,21.3,,0.0,0.0,0.1,.114,,-2.8,-0.3,-3.1,0.0,2007
Trevor Ariza,SG,21,ORL,4,47,2.6,.310,.000,.250,12.8,10.0,11.4,17.4,1.2,0.0,18.4,22.3,,-0.2,0.0,-0.2,-0.173,,-6.7,-2.2,-8.9,-0.1,2007
Carlos Arroyo,PG,27,ORL,3,40,12.6,.403,.143,.143,6.0,8.8,7.5,25.3,1.4,0.0,6.3,19.1,,0.0,0.0,0.0,.016,,-0.6,-0.7,-1.3,0.0,2007
Kelenna Azubuike,SG,23,GSW,6,15,15.2,.515,.333,.667,7.2,23.1,14.9,0.0,3.4,0.0,0.0,11.4,,0.0,0.0,0.0,.157,,0.8,1.7,2.5,0.0,2007
Marcus Banks,PG,25,PHO,2,7,7.4,.347,.500,1.000,0.0,0.0,0.0,17.6,0.0,0.0,0.0,18.6,,0.0,0.0,0.0,-0.008,,-4.4,-4.2,-8.5,0.0,2007
Leandro Barbosa,SG,24,PHO,11,349,13.0,.497,.373,.247,2.5,9.8,6.3,10.9,1.8,0.4,11.2,25.5,,0.0,0.3,0.3,.038,,-0.7,-0.4,-1.1,0.1,2007
J.J. Barea,PG,22,DAL,2,4,-10.3,.000,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,,0.0,0.0,0.0,-0.351,,-8.8,-5.7,-14.5,0.0,2007
Andrea Bargnani,PF,21,TOR,6,181,14.1,.607,.370,.413,2.1,13.9,8.1,6.0,1.5,1.5,11.4,16.4,,0.3,0.1,0.4,.108,,0.5,0.0,0.5,0.1,2007
Matt Barnes,PF,26,GSW,11,330,15.4,.565,.450,.180,8.5,12.9,10.6,12.8,2.4,0.9,15.6,17.1,,0.6,0.2,0.8,.114,,1.2,0.7,1.9,0.3,2007
Brent Barry,SG,35,SAS,19,225,8.5,.485,.817,.033,2.1,10.8,6.6,14.6,1.0,0.7,15.3,15.1,,0.0,0.2,0.2,.047,,-1.5,-0.4,-1.9,0.0,2007
Tony Battie,PF,30,ORL,4,87,3.9,.380,.000,.222,4.2,17.6,11.0,1.8,0.0,0.0,0.0,11.0,,0.0,0.0,-0.1,-0.029,,-4.7,-1.4,-6.2,-0.1,2007
Shane Battier,SF,28,HOU,7,272,12.8,.660,.843,.157,1.3,6.3,3.8,10.3,2.4,1.8,12.8,11.2,,0.4,0.3,0.8,.135,,1.3,3.6,5.0,0.5,2007
Raja Bell,SG,30,PHO,11,438,8.4,.601,.517,.161,1.7,6.8,4.4,6.3,1.2,0.3,13.9,11.1,,0.4,0.2,0.6,.069,,-1.0,0.8,-0.2,0.2,2007
Andris Biedriņš,C,20,GSW,11,267,16.1,.697,.000,.811,7.7,21.6,14.4,2.9,1.5,5.0,15.2,9.8,,0.6,0.3,0.8,.148,,0.0,1.5,1.6,0.2,2007
Chauncey Billups,PG,30,DET,16,649,18.7,.612,.466,.585,1.3,8.5,4.9,25.8,1.6,0.2,15.9,21.4,,1.8,0.7,2.5,.183,,4.0,0.0,4.0,1.0,2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007
Steve Blake,PG,26,DEN,5,180,8.9,.581,.516,.000,0.6,6.9,3.8,20.5,0.9,0.0,24.4,10.5,,0.1,0.0,0.1,.036,,-0.7,0.0,-0.7,0.1,2007
Andray Blatche,PF,20,WAS,2,25,17.6,.699,.000,.167,12.3,19.8,15.7,0.0,0.0,0.0,13.4,14.1,,0.1,0.0,0.1,.130,,2.3,-1.8,0.5,0.0,2007
Matt Bonner,PF,26,SAS,9,25,2.5,.444,.571,.286,9.7,4.6,7.1,0.0,4.3,0.0,27.6,20.6,,-0.1,0.0,0.0,-0.055,,-8.7,0.2,-8.5,0.0,2007
Josh Boone,PF,22,NJN,12,118,10.2,.521,.000,1.000,7.2,11.9,9.6,4.4,0.5,2.1,8.0,15.3,,0.1,0.2,0.3,.114,,-3.3,-0.3,-3.6,0.0,2007
Calvin Booth,C,30,WAS,1,18,13.5,.667,.000,.000,11.4,13.8,12.5,9.2,3.0,0.0,25.0,10.5,,0.0,0.0,0.0,.093,,-1.1,1.9,0.8,0.0,2007
Carlos Boozer,PF,25,UTA,17,654,24.2,.576,.000,.341,9.6,27.6,18.6,15.1,1.4,0.7,12.8,27.3,,1.7,0.8,2.5,.181,,4.7,0.4,5.1,1.2,2007
Chris Bosh,C,22,TOR,6,222,18.0,.487,.055,.418,3.9,25.4,14.9,13.1,1.2,4.6,10.0,26.0,,0.1,0.3,0.3,.074,,0.1,0.3,0.4,0.1,2007
Bruce Bowen,SF,35,SAS,20,689,8.5,.534,.622,.050,2.1,11.6,6.9,5.7,2.2,0.4,10.3,9.3,,0.4,0.8,1.2,.086,,-1.7,2.9,1.2,0.6,2007
Ronnie Brewer,SG,21,UTA,8,41,17.1,.604,.000,1.300,5.7,11.5,8.6,8.0,1.3,0.0,11.3,19.4,,0.1,0.0,0.1,.138,,1.1,-0.3,0.8,0.0,2007
Dee Brown,PG,22,UTA,8,52,4.5,.346,.353,.235,2.2,4.5,3.4,27.1,0.0,0.0,17.6,19.6,,-0.1,0.0,-0.1,-0.112,,-3.1,-3.6,-6.7,-0.1,2007
Kwame Brown,C,24,LAL,5,133,11.2,.538,.000,.250,10.4,13.9,12.0,1.2,0.4,2.4,18.4,16.0,,0.1,0.0,0.0,.005,,-2.4,-0.8,-3.2,0.0,2007
P.J. Brown,PF,37,CHI,10,228,15.2,.538,.000,.343,8.8,15.2,12.0,9.9,1.9,0.7,9.4,17.3,,0.4,0.3,0.7,.151,,-0.7,2.8,2.1,0.2,2007
Shannon Brown,SG,21,CLE,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,,,-5.6,0.3,-5.2,0.0,2007
Kobe Bryant*,SG,28,LAL,5,215,24.1,.561,.215,.285,0.5,14.3,6.9,20.0,1.2,0.7,13.1,33.9,,0.6,-0.1,0.5,.121,,6.0,0.1,6.1,0.4,2007
Greg Buckner,SG,30,DAL,6,44,-3.0,.063,.571,.286,5.0,10.3,7.6,6.4,2.3,2.1,20.2,9.8,,-0.2,0.0,-0.2,-0.170,,-9.6,0.2,-9.4,-0.1,2007
Pat Burke,C,33,PHO,3,7,6.8,.500,.000,.000,0.0,15.7,8.3,0.0,0.0,10.9,0.0,12.9,,0.0,0.0,0.0,.091,,-10.7,5.2,-5.5,0.0,2007
Andrew Bynum,C,19,LAL,5,55,16.9,.515,.000,.667,15.4,33.6,23.8,0.0,0.0,2.9,9.3,16.9,,0.1,0.0,0.1,.082,,0.1,-2.0,-1.9,0.0,2007
José Calderón,PG,25,TOR,6,146,20.1,.544,.174,.087,1.7,6.6,4.2,50.1,1.8,0.0,17.3,28.7,,0.2,0.1,0.2,.075,,2.7,-1.7,1.0,0.1,2007
Marcus Camby,C,32,DEN,5,184,13.7,.399,.000,.133,7.6,38.1,23.1,8.9,1.2,6.7,17.3,14.5,,-0.2,0.4,0.2,.056,,-1.4,3.4,2.0,0.2,2007
Anthony Carter,PG,31,DEN,1,14,25.5,.901,.000,.250,0.0,8.1,4.1,34.5,0.0,0.0,18.4,18.0,,0.1,0.0,0.1,.221,,5.0,2.8,7.9,0.0,2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007
Vince Carter,SG,30,NJN,12,487,16.9,.490,.230,.374,4.3,15.7,10.1,26.9,1.2,1.2,12.2,30.8,,0.1,0.8,0.9,.091,,2.0,-0.5,1.5,0.4,2007
Jarron Collins,C,28,UTA,13,110,7.0,.455,.000,1.889,8.5,12.9,10.7,6.3,1.9,0.0,5.7,7.1,,0.1,0.1,0.2,.090,,-3.0,1.5,-1.5,0.0,2007
Jason Collins,PF,28,NJN,12,329,1.8,.542,.000,.524,5.9,8.6,7.3,0.9,1.2,0.8,38.2,6.1,,-0.2,0.4,0.2,.030,,-6.2,0.6,-5.5,-0.3,2007
Brian Cook,PF,26,LAL,5,51,4.5,.466,.389,.167,4.2,9.7,6.7,0.0,0.0,1.5,9.4,18.1,,0.0,0.0,0.0,-0.019,,-6.0,-2.3,-8.3,-0.1,2007
Austin Croshere,PF,31,DAL,3,34,10.7,.545,.333,.333,9.7,10.0,9.8,0.0,0.0,0.0,12.7,20.2,,0.1,0.0,0.0,.047,,-1.0,-3.1,-4.1,0.0,2007
Erick Dampier,C,31,DAL,5,38,7.9,.644,.000,.667,25.9,24.0,25.0,4.0,0.0,0.0,50.8,9.0,,0.0,0.0,0.0,.004,,-3.9,-2.9,-6.8,0.0,2007
Antonio Daniels,SG,31,WAS,4,176,20.5,.561,.132,.553,1.2,11.3,5.7,43.3,1.5,0.4,12.9,14.6,,0.5,0.0,0.5,.141,,3.8,0.6,4.5,0.3,2007
Baron Davis,PG,27,GSW,11,445,26.8,.622,.351,.387,2.7,10.1,6.3,30.3,3.6,1.2,12.5,25.4,,2.0,0.3,2.3,.247,,5.8,2.8,8.6,1.2,2007
Dale Davis,C,37,DET,8,51,6.0,.410,.000,.500,11.6,16.5,14.0,3.2,2.2,3.2,17.0,11.1,,0.0,0.1,0.1,.078,,-6.2,1.7,-4.5,0.0,2007
Carlos Delfino,SG,24,DET,16,135,9.6,.467,.432,.162,5.3,13.3,9.3,10.6,2.1,0.6,15.0,16.7,,0.0,0.2,0.2,.054,,-1.8,0.8,-1.0,0.0,2007
Luol Deng,SF,21,CHI,10,410,21.7,.575,.006,.339,8.6,16.1,12.4,12.7,1.3,1.4,10.6,24.4,,1.1,0.5,1.6,.188,,3.6,1.8,5.4,0.8,2007
Boris Diaw,PF,24,PHO,10,235,11.4,.503,.102,.254,6.8,8.9,7.9,18.4,1.5,0.7,20.6,15.9,,0.1,0.2,0.3,.052,,-0.9,0.5,-0.4,0.1,2007
Yakhouba Diawara,SG,24,DEN,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.021,,-3.9,-1.0,-4.9,0.0,2007
DeSagana Diop,C,25,DAL,6,140,12.0,.581,.000,.467,12.5,20.3,16.3,2.2,1.1,6.7,18.1,6.9,,0.2,0.1,0.2,.078,,-1.7,1.7,0.0,0.1,2007
Juan Dixon,SG,28,TOR,6,63,3.5,.429,.381,.000,0.0,7.6,3.9,8.7,5.9,0.0,32.3,23.8,,-0.3,0.1,-0.2,-0.182,,-8.1,1.3,-6.7,-0.1,2007
Michael Doleac,C,29,MIA,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.025,,-2.8,-0.5,-3.4,0.0,2007
Keyon Dooling,SG,26,ORL,4,65,16.9,.525,.120,.240,1.9,10.9,6.4,14.4,1.7,1.3,6.7,22.0,,0.1,0.0,0.1,.080,,0.2,1.8,2.0,0.1,2007
Chris Duhon,PG,24,CHI,9,172,7.5,.452,.613,.323,2.1,8.7,5.4,19.5,0.9,0.5,16.5,11.4,,0.0,0.1,0.2,.055,,-2.2,0.3,-1.9,0.0,2007
Tim Duncan*,C,30,SAS,20,736,27.4,.556,.000,.446,12.0,24.5,18.4,17.7,1.0,6.3,12.9,29.5,,1.9,1.4,3.3,.214,,3.8,3.0,6.9,1.7,2007
Monta Ellis,SG,21,GSW,11,238,8.6,.466,.110,.341,3.6,8.2,5.9,6.8,2.1,0.7,17.5,21.2,,-0.3,0.1,-0.2,-0.041,,-4.2,-1.1,-5.3,-0.2,2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007
Francisco Elson,C,30,SAS,20,230,11.8,.625,.023,.455,11.6,20.1,15.9,1.4,1.9,2.0,26.5,14.8,,0.1,0.4,0.5,.103,,-4.1,1.4,-2.7,0.0,2007
Maurice Evans,SG,28,LAL,5,82,11.0,.481,.500,.000,3.9,7.5,5.6,5.5,1.2,0.0,0.0,13.7,,0.1,0.0,0.1,.050,,1.1,-0.8,0.3,0.0,2007
Jordan Farmar,PG,20,LAL,5,114,11.6,.515,.357,.250,0.9,14.0,7.0,10.2,2.7,0.7,13.9,13.7,,0.1,0.0,0.1,.038,,-2.3,2.6,0.3,0.1,2007
Michael Finley,SF,33,SAS,20,538,15.0,.576,.590,.219,1.8,10.7,6.4,6.8,1.1,0.6,6.2,18.3,,1.2,0.5,1.6,.146,,2.3,0.8,3.1,0.7,2007
Derek Fisher,SG,32,UTA,16,445,11.5,.540,.264,.372,1.0,5.6,3.3,14.7,1.9,0.4,11.9,16.1,,0.7,0.2,0.9,.097,,-1.2,1.1,0.0,0.2,2007
T.J. Ford,PG,23,TOR,6,136,27.3,.563,.132,.276,4.6,4.4,4.5,43.6,2.7,1.4,14.1,35.2,,0.3,0.1,0.4,.146,,7.2,0.2,7.4,0.3,2007
Adonal Foyle,C,31,GSW,3,6,20.0,1.000,.000,.000,0.0,38.5,18.6,0.0,0.0,0.0,0.0,7.4,,0.0,0.0,0.0,.215,,6.4,1.7,8.2,0.0,2007
Devean George,SF,29,DAL,6,109,4.4,.357,.480,.400,4.0,14.6,9.2,5.5,2.8,1.7,19.2,14.5,,-0.2,0.0,-0.2,-0.072,,-5.2,0.9,-4.2,-0.1,2007
Daniel Gibson,PG,20,CLE,20,402,16.8,.611,.569,.371,2.6,6.8,4.7,9.7,1.7,0.8,6.3,17.2,,1.2,0.5,1.8,.211,,2.7,2.7,5.4,0.8,2007
Manu Ginóbili,SG,29,SAS,20,602,21.9,.559,.401,.470,3.2,17.8,10.7,21.6,3.0,0.5,12.4,26.8,,1.6,1.0,2.6,.204,,3.3,2.6,6.0,1.2,2007
Gordan Giriček,SG,29,UTA,17,307,7.0,.530,.286,.176,1.5,9.2,5.4,8.8,0.5,0.6,18.3,17.5,,0.0,0.1,0.1,.009,,-2.3,-1.0,-3.3,-0.1,2007
Drew Gooden,PF,25,CLE,20,605,15.7,.523,.010,.194,9.5,21.7,15.5,6.6,0.9,1.3,11.0,19.5,,0.7,1.0,1.7,.137,,-0.9,0.7,-0.3,0.3,2007
Ben Gordon,SG,23,CHI,10,395,16.0,.584,.374,.429,2.7,8.5,5.6,18.4,1.2,0.2,16.3,24.4,,0.7,0.4,1.1,.132,,1.8,0.3,2.1,0.4,2007
Joey Graham,SF,24,TOR,6,109,1.8,.345,.048,.238,1.1,20.9,11.2,2.9,2.0,0.0,20.5,12.9,,-0.3,0.1,-0.2,-0.087,,-7.4,-0.7,-8.1,-0.2,2007
Adrian Griffin,SF,32,CHI,4,9,-19.0,.000,.000,.000,13.1,0.0,6.5,0.0,6.0,0.0,0.0,30.8,,-0.1,0.0,-0.1,-0.569,,-19.2,-6.9,-26.0,-0.1,2007
Richard Hamilton,SG,28,DET,16,638,16.4,.517,.079,.353,5.9,7.0,6.4,18.7,1.2,0.3,9.6,24.3,,1.3,0.6,1.8,.138,,2.0,-0.6,1.4,0.6,2007
