Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Yr
Wayne Cooper,C,27,POR,5,104,6.4,0.393,0,0.296,11.1,11.9,11.5,5.2,0.5,2.3,14.1,14.3,-0.1,0,-0.1,-0.029,-4.8,-1.2,-6.1,-0.1,1984
Pat Cummings,PF,27,DAL,10,300,11.8,0.444,0,0.13,9,18.6,13.4,7.7,0.7,0.4,6.9,18.6,0.1,0.1,0.2,0.035,-2.4,-1.1,-3.5,-0.1,1984
Earl Cureton,C,26,DET,5,93,13,0.476,0,0.194,15.9,23.4,19.5,3.1,1,0.6,12.9,16.6,0,0.1,0.1,0.068,0.2,-2.1,-1.9,0,1984
Adrian Dantley*,SF,28,UTA,11,454,24.7,0.604,0,0.599,9.3,11,10.2,17.1,1.1,0.1,11.5,30.1,1.7,0.2,2,0.207,5.7,-1.2,4.5,0.7,1984
Brad Davis,PG,28,DAL,10,304,9.9,0.498,0.027,0.26,2,5.2,3.5,23.4,1,0,18.1,14,0.1,0,0.1,0.012,-2.8,-0.9,-3.7,-0.1,1984
Charles Davis,SF,25,WSB,3,17,24.9,0.583,0,0,7.9,15,11.5,0,0,0,7.7,36.6,0,0,0,0.079,7.1,-3.3,3.8,0,1984
Johnny Davis,PG,28,ATL,5,131,11.9,0.434,0,0.109,1.7,8.1,4.6,33.9,0.4,0,6.5,20.3,0,0,0.1,0.025,0,-1.8,-1.7,0,1984
Walter Davis,SG,29,PHO,17,623,22.7,0.585,0.034,0.239,2.8,5.5,4.2,28.5,2.3,0.3,10.6,27.3,1.9,0.4,2.3,0.177,5,0.1,5.1,1.1,1984
Darryl Dawkins,C,27,NJN,11,340,17.8,0.654,0.025,0.703,6.8,16.7,11.3,6.5,0.7,1.9,17.2,22.3,0.8,0.6,1.3,0.19,3,-0.2,2.8,0.4,1984
Darren Daye,SF,23,WSB,3,15,0.7,0.34,0,0.4,0,0,0,9.3,0,4.1,14.5,21.9,-0.1,0,0,-0.128,-5.7,-2.3,-8,0,1984
John Drew,SF,29,UTA,11,172,17,0.563,0,0.388,6.6,9.4,8.1,8.7,1.1,0,10,26.6,0.3,0.1,0.4,0.109,-0.3,-1.5,-1.8,0,1984
,,,,,,,,,,,,,,,,,,,,,,,,,,1984
Larry Drew,PG,25,KCK,3,70,6.8,0.418,0,0.158,0,7.4,3.2,21.4,2.1,0,19.7,14.5,-0.1,0,0,-0.029,-4.7,0.4,-4.3,0,1984
Clyde Drexler*,SG,21,POR,5,85,13.6,0.473,0.029,0.2,8.7,16.2,11.9,14.2,2.9,0.7,15.5,22.2,0,0.1,0,0.02,-2.3,1,-1.4,0,1984
Mike Dunleavy,PG,29,MIL,15,393,12.2,0.583,0.388,0.279,3.1,6.7,5.1,18.4,2.1,0,19.5,19.7,0.3,0.5,0.8,0.098,0.1,-0.2,-0.1,0.2,1984
T.R. Dunn,SG,28,DEN,5,178,10.5,0.588,0,0.28,12.4,12.6,12.5,4.9,2.5,1.3,22.2,8,0.2,0.1,0.3,0.068,-1.1,1.3,0.1,0.1,1984
Mark Eaton,C,27,UTA,11,254,11.5,0.516,0,0.415,8.6,24.3,16.6,4.6,0.9,7.4,24.8,10.5,-0.1,0.4,0.3,0.059,-3.1,3.4,0.3,0.1,1984
Jerry Eaves,PG,24,UTA,11,132,12.9,0.532,0.065,0.283,2.6,5.7,4.2,14.4,1.8,0.8,11.9,18.4,0.1,0.1,0.2,0.066,-1.3,0.3,-1.1,0,1984
James Edwards,C,28,PHO,17,463,13.6,0.534,0,0.36,5.6,16.6,11.3,8.4,0.4,1.4,12.4,22.7,0.3,0.3,0.6,0.067,-1.1,-1.2,-2.3,0,1984
Dale Ellis,SF,23,DAL,8,178,9.8,0.353,0.15,0.1,11,15.6,13.2,3.4,2.9,0.7,5.6,21.2,-0.3,0.2,-0.1,-0.029,-4.4,-0.7,-5.1,-0.1,1984
Alex English*,SF,30,DEN,5,203,25.7,0.634,0.01,0.275,8.7,13.9,11.2,19.6,0.7,0.6,5.8,23.5,1,0,1,0.231,6.2,-0.4,5.8,0.4,1984
Julius Erving*,SF,33,PHI,5,194,15.2,0.531,0.013,0.289,5.6,13.9,9.8,20.4,2,1.9,19.7,22.8,0,0.3,0.3,0.071,1.7,0.3,2,0.2,1984
Mike Evans,PG,28,DEN,5,77,1.5,0.386,0.286,0.143,1.4,3.1,2.2,17.6,0,0,21.2,19.3,-0.2,0,-0.2,-0.138,-8.1,-4,-12.1,-0.2,1984
Eric Fernsten,PF,30,NYK,2,3,14.7,0.5,0,0,0,0,0,0,0,0,0,27.7,0,0,0,0.019,1.6,-3.9,-2.3,0,1984
Rod Foster,PG,23,PHO,16,128,2.8,0.338,0.128,0.231,5.5,6.1,5.8,17.2,1.9,0.5,23.2,18.4,-0.3,0.1,-0.3,-0.099,-6.8,-1.1,-7.9,-0.2,1984
Bill Garnett,PF,23,DAL,8,74,21.2,0.567,0.033,0.267,14,19.6,16.6,8.9,0,1.6,2.9,19.9,0.3,0,0.3,0.191,3.2,-0.4,2.9,0.1,1984
Mike Glenn,SG,28,ATL,5,53,3.8,0.357,0,0,2.1,10.1,5.7,15.4,1.9,0,12.5,13.1,-0.1,0,0,-0.036,-6.5,0.6,-5.9,-0.1,1984
Mike Gminski,C,24,NJN,11,223,19.3,0.645,0,1.04,10.3,18.2,14,4.1,1.5,4.4,11,14.9,0.6,0.5,1,0.224,4.9,1.1,6.1,0.5,1984
Rickey Green,PG,29,UTA,11,404,15.8,0.474,0.026,0.285,2.5,6.7,4.7,37.2,2.3,0.5,14.6,20.3,0.3,0.3,0.6,0.068,1.3,-0.4,0.9,0.3,1984
Kevin Grevey,SG,30,MIL,5,27,2.1,0.344,0,0.667,0,7.8,4.2,5.2,0,0,7.9,20.1,-0.1,0,0,-0.078,-5.3,-4,-9.3,0,1984
Darrell Griffith,SG,25,UTA,11,417,15.1,0.517,0.246,0.262,4.4,12.7,8.7,15,2.2,0.3,13.2,23.3,0.2,0.4,0.5,0.06,0.2,-0.2,0,0.2,1984
Ernie Grunfeld,SG,28,NYK,11,84,8,0.525,0,0.174,1.4,10.7,6,9.9,1.2,0,13.9,14.2,0,0,0.1,0.037,-3.3,0.2,-3.2,0,1984
,,,,,,,,,,,,,,,,,,,,,,,,,,1984
Bob Hansen,SG,23,UTA,4,18,8.3,0.444,0.429,0.286,12.7,30,21.6,15,0,0,20.2,22.7,0,0,0,-0.01,-3.9,-1.8,-5.7,0,1984
Bill Hanzlik,SF,26,DEN,5,82,14.2,0.647,0.105,0.316,4,7.2,5.6,29.6,1.7,0,21.7,13.2,0.2,0,0.2,0.111,-0.5,1.1,0.7,0.1,1984
Derek Harper,PG,22,DAL,10,226,10.4,0.438,0.148,0.13,3.7,6.4,4.9,17.3,2.5,0.5,9.5,11.9,0.1,0.1,0.2,0.04,-2.5,1.9,-0.6,0.1,1984
Scott Hastings,PF,23,ATL,5,32,3.6,0.325,0,0.444,7,25,15.2,4.8,1.6,0,15.7,17.2,-0.1,0,-0.1,-0.083,-6.2,-1.7,-7.9,0,1984
Steve Hawes,PF,33,SEA,5,74,13.2,0.504,0.143,0.143,12.2,16.9,14.6,12.3,1.4,0,11.8,10.4,0.1,0.1,0.2,0.136,0.5,0.3,0.8,0.1,1984
Gerald Henderson,PG,28,BOS,23,616,15.6,0.531,0.046,0.316,4.2,5.5,4.8,23.8,2.7,0.1,13.2,20.7,0.8,0.6,1.5,0.115,1.4,0.4,1.8,0.6,1984
Lionel Hollins,PG,30,DET,2,6,-15.9,0,0,0,0,0,0,0,0,9.5,66.7,20,-0.1,0,-0.1,-0.554,-11,-4.8,-15.8,0,1984
Marc Iavaroni,PF,27,PHI,4,64,6.5,0.594,0.133,0.533,5.7,9.1,7.4,6.6,0.7,0.9,21.3,15.2,0,0.1,0.1,0.076,-4.3,-0.4,-4.7,0,1984
Dan Issel*,C,35,DEN,5,153,25.6,0.575,0.02,0.382,7.2,23.1,14.9,7.9,1.8,2.2,11.2,34.5,0.3,0.1,0.4,0.136,2.3,-0.4,1.9,0.2,1984
Clay Johnson,SG,27,SEA,3,9,18.3,0.5,0.25,0,12.5,0,6,17.6,5.9,0,0,20.2,0,0,0,0.202,-1.7,5.4,3.7,0,1984
Clemon Johnson,C,27,PHI,5,45,2.2,0.333,0,0,8,7.8,7.9,0,1.1,5.3,20,13.8,-0.1,0.1,-0.1,-0.06,-6.3,-0.3,-6.6,-0.1,1984
Dennis Johnson*,SG,29,BOS,22,808,12.9,0.491,0.022,0.376,4.2,7.1,5.6,17.4,1.5,0.5,12.5,21.5,0.6,0.7,1.3,0.075,0.6,-1,-0.3,0.3,1984
Eddie Johnson,SG,28,ATL,5,123,13.2,0.424,0.111,0.407,1.8,7.6,4.4,35.2,2.5,0,9.9,24.9,-0.1,0.1,0,0.009,0.1,-0.2,0,0.1,1984
Eddie Johnson,SF,24,KCK,3,107,14.9,0.499,0.104,0.146,3.6,7.3,5.2,17.6,1.4,0.5,3.8,19.9,0.2,0.1,0.2,0.101,2.4,0.4,2.8,0.1,1984
Frank Johnson,PG,25,WSB,4,156,15.6,0.626,0.071,0.19,3.4,7.4,5.5,25.3,1.7,0,16.5,16.7,0.3,0.2,0.5,0.142,2.3,0.2,2.5,0.2,1984
Magic Johnson*,PG,24,LAL,21,837,22.8,0.601,0.026,0.365,3.7,14.2,9.3,42.7,2.4,1.3,19.9,19.7,2.4,1.1,3.5,0.198,5.9,1.6,7.6,2,1984
Marques Johnson,SF,27,MIL,16,605,15.4,0.518,0.015,0.33,5.9,9.8,8,15.8,1.4,0.6,12.1,25.3,0.4,0.8,1.2,0.094,1.9,-1.2,0.8,0.4,1984
Reggie Johnson,PF,26,NJN,7,17,-2.2,0.377,0,1.5,6.2,29,16.6,0,0,3.9,37.6,25.4,-0.1,0,-0.1,-0.215,-10.1,-3.1,-13.2,0,1984
Vinnie Johnson,SG,27,DET,5,132,11,0.469,0.022,0.413,4,7.8,5.8,12.6,0.4,0.4,6.9,17.7,0.1,0.1,0.2,0.071,-0.1,-1.3,-1.4,0,1984
Bobby Jones*,PF,32,PHI,5,130,14.8,0.61,0,0.613,8.3,12.6,10.5,9.9,1.1,3.2,16.9,15.1,0.2,0.2,0.4,0.146,2.4,0.7,3.1,0.2,1984
,,,,,,,,,,,,,,,,,,,,,,,,,,1984
Rich Kelley,C,30,UTA,11,201,13.6,0.692,0,1.074,10.8,21,16,14.1,2.1,1.7,30,11.7,0.3,0.3,0.6,0.134,-1.8,2.7,0.9,0.1,1984
Albert King,SF,24,NJN,11,295,12.8,0.465,0.016,0.359,8.9,13.8,11.1,14.1,1.7,0.9,13.4,23.6,-0.1,0.5,0.4,0.069,1.4,-0.9,0.5,0.2,1984
Bernard King*,SF,27,NYK,12,477,27.6,0.62,0.004,0.436,6.7,10.8,8.8,14.8,1.4,0.7,8.4,31.9,2.1,0.3,2.3,0.234,8.4,0.2,8.6,1.3,1984
Reggie King,SF,26,SEA,5,91,4.1,0.417,0,0,7.4,12.6,10.1,8.3,1.2,1.9,36.8,9.5,-0.1,0.1,0,-0.01,-6.2,0.7,-5.5,-0.1,1984
Greg Kite,C,22,BOS,11,38,2.7,0.329,0,0.75,14.8,12.3,13.6,9.6,0,1.6,22,14.7,-0.1,0,0,-0.033,-6.1,-1.8,-7.9,-0.1,1984
Billy Knight,SF,31,KCK,3,37,4.6,0.362,0,0.083,5.3,3.5,4.5,8.8,0,0,7.4,29.1,-0.1,0,-0.1,-0.141,-4.5,-4.6,-9.1,-0.1,1984
Joe Kopicki,PF,23,WSB,3,25,2,0.5,0,0,0,25.6,13.1,6,0,0,25,15.3,-0.1,0,0,-0.04,-7.6,-0.7,-8.3,0,1984
Mitch Kupchak,PF,29,LAL,9,69,8.1,0.389,0,0.824,21,26,23.6,3.2,0.7,1.6,20.6,17.5,-0.1,0.1,0,0.012,-4.3,-2.8,-7,-0.1,1984
Bill Laimbeer,C,26,DET,5,165,19.1,0.635,0,0.392,9,33.3,20.6,10.7,1.2,1,16.7,17.4,0.4,0.3,0.6,0.181,2.5,1.1,3.6,0.2,1984
Jeff Lamp,SF,24,POR,3,19,-2.1,0.333,0,0,0,0,0,0,0,0,14.3,15.4,-0.1,0,-0.1,-0.164,-8.3,-4.2,-12.5,-0.1,1984
Mark Landsberger,PF,28,ATL,2,5,-3.4,0,0,0,22.3,0,12.2,0,0,0,0,8.6,0,0,0,-0.117,-7.8,-6.8,-14.6,0,1984
Bob Lanier*,C,35,MIL,16,499,14.5,0.533,0,0.257,7.9,17.9,13.3,17.7,1.1,1.2,16.6,19.7,0.3,0.8,1.1,0.109,1.3,0.3,1.6,0.5,1984
Fat Lever,PG,23,POR,5,75,12.6,0.378,0.1,0.333,14,9.2,11.9,16.4,2.6,0,8,20.9,0,0,0,0.022,-1,-0.1,-1,0,1984
Cliff Levingston,PF,23,DET,5,101,16.3,0.768,0,0.842,11.5,14.7,13.1,1.4,0.5,1.1,10.3,11.5,0.3,0.1,0.4,0.195,2.5,-0.6,1.9,0.1,1984
Alton Lister,PF,25,MIL,16,368,10,0.545,0,0.615,8.7,20,14.8,4,0.7,3.9,21.4,14.7,-0.1,0.7,0.6,0.078,-2.4,0.7,-1.7,0,1984
John Long,SG,27,DET,5,149,6.7,0.446,0.018,0.273,5,3.1,4.1,1.9,2.2,0,14,19.2,-0.1,0.1,0,-0.008,-4,-0.8,-4.8,-0.1,1984
Maurice Lucas,PF,31,PHO,17,570,19.7,0.564,0,0.344,8.7,24.8,17,15.5,1,0.8,10,21.4,1.3,0.6,2,0.166,2.9,0.4,3.3,0.8,1984
Kyle Macy,PG,26,PHO,17,620,12.1,0.536,0.14,0.102,2.7,7.2,5,20.5,1.7,0.2,13.2,12.8,0.7,0.4,1.1,0.084,0.1,0.2,0.4,0.4,1984
Rick Mahorn,PF,25,WSB,4,154,12.6,0.646,0.04,0.4,6.1,29.9,18.3,5.7,0.4,2.4,16.9,11,0.2,0.3,0.4,0.133,0.4,1,1.4,0.1,1984
Jeff Malone,SG,22,WSB,4,71,6.7,0.462,0.038,0,3.8,5.4,4.6,4.6,0.8,0,10.3,19.5,-0.1,0.1,0,-0.021,-2.6,-2.3,-4.9,-0.1,1984
,,,,,,,,,,,,,,,,,,,,,,,,,,1984
Moses Malone*,C,28,PHI,5,212,17,0.551,0,0.386,11.4,27.1,19.3,5.2,0.7,3.1,17.8,23.1,0.1,0.4,0.5,0.11,0.9,-1,-0.1,0.1,1984
Wes Matthews,PG,24,PHI,4,23,7,0.563,0.25,0.25,0,0,0,27.1,2.1,0,31.1,23.2,0,0,0,-0.043,-2.8,-2,-4.8,0,1984
Cedric Maxwell,SF,28,BOS,23,752,13.3,0.604,0.006,0.814,7.8,10.4,9.1,9.9,1.4,0.6,16.9,14.9,1.3,0.7,2,0.126,1.7,-0.2,1.4,0.6,1984
Bob McAdoo*,C,32,LAL,20,447,17.7,0.557,0.005,0.377,8.1,18.4,13.6,3.7,1.3,3.3,13.5,26.9,0.3,0.6,0.9,0.101,-0.2,-0.5,-0.8,0.1,1984
Scooter McCray,PF,23,SEA,4,38,10.9,0.621,0.167,0.167,8.9,8.2,8.6,10.6,1.4,0,0,7.7,0.1,0,0.1,0.162,-2,0.9,-1.1,0,1984
Mike McGee,SF,24,LAL,17,370,15.1,0.606,0.108,0.248,7.2,3.4,5.2,8.5,1.4,0.1,13.4,22.5,0.6,0.2,0.8,0.101,1.3,-1.7,-0.4,0.1,1984
Kevin McHale*,PF,26,BOS,23,702,16.3,0.572,0.012,0.496,9.9,13.5,11.7,5.7,0.2,3,11.3,19.6,1.4,0.7,2.1,0.142,2,-0.9,1.1,0.5,1984
Tom McMillen,C,31,WSB,4,42,-1.9,0.267,0,0.125,3.2,3,3.1,10.3,0,0,5.6,20.4,-0.2,0,-0.1,-0.157,-7.2,-4,-11.2,-0.1,1984
Larry Micheaux,PF,23,KCK,3,65,21.4,0.67,0,0.556,18,18,18,7.1,0,4.4,8.2,15.1,0.2,0.1,0.3,0.21,3.6,0.8,4.4,0.1,1984
Paul Mokeski,C,27,MIL,16,322,12.3,0.592,0.032,0.714,7.7,22.2,15.5,2.7,1.4,2,10.8,12.4,0.4,0.6,1.1,0.16,-0.7,1.1,0.4,0.2,1984
Sidney Moncrief*,SG,26,MIL,16,618,18,0.61,0.021,0.702,8.8,11.4,10.2,17.5,2.2,0.9,19.6,21.7,1,1,2,0.155,3.7,0.4,4.1,1,1984
Larry Nance,PF,24,PHO,17,633,18.8,0.615,0,0.38,9.5,17.1,13.4,8.9,1.2,3.2,11.7,17.6,1.4,0.7,2.1,0.157,2.7,0.8,3.5,0.9,1984
Swen Nater,C,34,LAL,17,146,11.8,0.587,0,0.684,13.2,17.3,15.4,0.8,0.3,0.8,13.9,16.3,0.2,0.1,0.4,0.124,-1.6,-2.5,-4.1,-0.1,1984
Calvin Natt,SF,27,POR,5,195,17.3,0.564,0.042,0.5,5.9,19.1,11.6,7.1,1.5,0.3,10.2,21,0.3,0.1,0.4,0.098,1.1,-0.3,0.8,0.1,1984
Ed Nealy,PF,23,KCK,2,19,18.6,1.042,0,1,10.2,27.3,17.6,14.5,0,0,25.8,8.2,0.1,0,0.1,0.198,3.7,1.6,5.3,0,1984
Kurt Nimphius,C,25,DAL,10,178,13.1,0.519,0,0.515,11.6,22.4,16.6,10,0,4.6,18.2,11.9,0.2,0.1,0.3,0.079,-2.4,1.8,-0.6,0.1,1984
Audie Norris,C,23,POR,5,52,11.7,0.629,0,0.8,12.1,26.5,18.4,10.7,0.9,1.1,27,14.9,0,0,0.1,0.063,-3.8,1,-2.9,0,1984
Mike O'Koren,SF,25,NJN,11,216,7.4,0.446,0.017,0.102,8.7,9.7,9.2,14.6,0.7,1.2,16.3,13.9,0,0.3,0.3,0.056,-1,-0.6,-1.7,0,1984
Mark Olberding,PF,27,KCK,3,60,9.5,0.473,0,0.933,6.5,23.8,13.9,13.6,0,0,15.9,16.8,0,0,0,0.014,-2.3,-0.5,-2.8,0,1984
Louis Orr,SF,25,NYK,12,229,8.8,0.466,0,0.271,10.9,13.7,12.3,3.6,0.8,0.2,11.3,16,0.1,0.1,0.2,0.034,-2.4,-1.2,-3.6,-0.1,1984
,,,,,,,,,,,,,,,,,,,,,,,,,,1984
Robert Parish*,C,30,BOS,23,869,14.5,0.511,0,0.34,9.8,23.1,16.3,4.5,1.3,2.8,11.9,17.9,0.6,1.3,1.9,0.105,0.3,-0.2,0.2,0.5,1984
Billy Paultz,C,35,ATL,2,7,1.6,0.333,0,0,0,0,0,0,0,0,0,18.5,0,0,0,-0.112,-3.9,-4.8,-8.7,0,1984
Jim Paxson,SG,26,POR,5,172,20.5,0.596,0.064,0.513,6.7,6.4,6.6,11.5,0.6,0,8.6,25.5,0.6,0,0.6,0.154,2.9,-1.3,1.6,0.2,1984
Roger Phegley,SG,27,DAL,1,5,17.1,0.205,0.25,0.5,0,0,0,24.7,20.5,0,0,41.7,0,0,0,-0.151,-5.9,13,7.2,0,1984
Charles Pittman,PF,25,PHO,17,253,11.4,0.58,0.02,0.569,11.7,17.2,14.5,6,1,1.2,20.1,13.3,0.2,0.2,0.4,0.078,-0.9,-0.4,-1.4,0,1984
Paul Pressey,SG,25,MIL,16,351,14.8,0.57,0.03,0.56,6,12.6,9.6,22.3,3.1,1.5,23.4,19.9,0.1,0.7,0.7,0.102,0.8,2.1,2.9,0.4,1984
Kurt Rambis,PF,25,LAL,21,428,13.5,0.662,0,0.359,9.3,21.7,15.9,3.9,1.1,1.3,17.1,12.4,0.6,0.6,1.2,0.133,0.3,-0.2,0.2,0.2,1984
Kelvin Ransey,PG,25,NJN,5,44,5.9,0.464,0.071,0,0,2.8,1.3,35.2,0,1.5,26.3,17.6,-0.1,0,0,-0.014,-0.9,-2.8,-3.7,0,1984
Leo Rautins,SF,23,PHI,3,5,33.4,0.5,0.667,0,48.2,0,23.8,32.4,9.5,0,0,24.9,0,0,0,0.45,14.3,6.9,21.2,0,1984
Clint Richardson,SG,27,PHI,5,115,12.5,0.654,0,0.522,4.2,12.2,8.3,12.4,1.2,0.5,12.4,11.6,0.2,0.1,0.4,0.162,0.2,0.8,1,0.1,1984
Micheal Ray Richardson,PG,28,NJN,11,443,15.9,0.478,0.13,0.331,4.7,9.4,6.9,28.5,3.7,0.6,13.4,20.5,0.3,0.9,1.2,0.127,3.2,1.9,5.1,0.8,1984
Doc Rivers,PG,22,ATL,5,130,23.5,0.679,0.094,1.281,6,3.1,4.7,21,4.8,2.1,15.2,19.6,0.5,0.2,0.7,0.247,5.4,4.8,10.2,0.4,1984
Rick Robey,C,28,PHO,10,43,11.5,0.461,0.063,0.5,19.3,7.8,13.3,6.4,2.3,0,17,23,0,0,0,0.003,-1.9,-2.7,-4.6,0,1984
Truck Robinson,PF,32,NYK,12,362,8.1,0.527,0,0.203,9.7,20.4,15.1,2.6,0.9,1.4,25.1,12.3,-0.2,0.3,0.1,0.014,-2.7,-0.2,-2.9,-0.1,1984
Dave Robisch,C,34,KCK,3,51,3.3,0.349,0,0.167,11.4,22.9,16.4,5.2,0.9,0,28,14.1,-0.1,0,-0.1,-0.09,-6.5,-1.6,-8.1,-0.1,1984
Tree Rollins,C,28,ATL,5,152,4.8,0.438,0,0.32,7.3,21.1,13.6,1,0.7,4.5,27.8,11.2,-0.3,0.2,-0.1,-0.03,-6,0.5,-5.5,-0.1,1984
Lorenzo Romar,PG,25,MIL,13,67,10.2,0.503,0.15,0.55,0,4.7,2.5,34.3,0,0,16.8,19.2,0,0,0.1,0.058,-0.6,-2.7,-3.3,0,1984
Dan Roundfield,PF,30,ATL,5,191,12.2,0.509,0.014,0.507,7,22.3,14,7.6,0.5,2.5,18.4,23.4,-0.2,0.2,0,0.001,-1.2,-0.8,-2,0,1984
Jeff Ruland,C,25,WSB,4,187,21.2,0.579,0.014,0.38,11.5,23.9,17.8,28.1,0.6,1,18.6,26.1,0.3,0.3,0.6,0.145,5.7,1.3,7,0.4,1984
Mike Sanders,SF,23,PHO,15,152,9.7,0.561,0,0.37,7.8,7.3,7.6,6.1,1.9,1.6,20.7,18.7,0,0.1,0.1,0.046,-3.5,0,-3.6,-0.1,1984
,,,,,,,,,,,,,,,,,,,,,,,,,,1984
Danny Schayes,C,24,DEN,5,81,11.7,0.651,0,0.444,4.1,30.5,16.9,5.7,2.2,2.1,24.5,13.8,0,0.1,0.1,0.065,-4.9,2.1,-2.8,0,1984
Alvin Scott,SF,28,PHO,16,111,7,0.436,0.038,0.231,10.7,14.1,12.4,7.8,0.9,1.1,19.6,13.5,-0.1,0.1,0,0.007,-2.7,-0.9,-3.6,0,1984
Byron Scott,SG,22,LAL,20,404,10.5,0.485,0.062,0.217,3.3,6.8,5.2,10.6,2.1,0.3,12.8,20.8,-0.1,0.3,0.2,0.024,-2.3,-0.8,-3,-0.1,1984
Jack Sikma*,C,28,SEA,5,193,18.9,0.528,0.01,0.143,6.4,21.6,14.3,4.3,0.8,2.1,8,26.7,0.1,0.3,0.5,0.121,0.6,-0.6,0,0.1,1984
Ricky Sobers,SG,31,WSB,4,150,10.7,0.497,0.175,0.175,1.8,2.6,2.2,17.2,1.8,0.8,12.8,22.5,0,0.1,0.1,0.034,-0.6,-0.6,-1.1,0,1984
Rory Sparrow,PG,25,NYK,12,389,12,0.499,0.05,0.248,2.9,4.6,3.8,31.1,1.5,0.1,18.3,17.5,0.2,0.1,0.3,0.041,0,-1,-1,0.1,1984
Larry Spriggs,SF,24,LAL,9,45,8.9,0.524,0,0.579,10.7,11.7,11.2,8.1,0,1.2,22.7,28.4,0,0,0,0.003,-5.4,-3.3,-8.7,-0.1,1984
Jon Sundvold,PG,22,SEA,3,22,14.2,0.45,0.375,0.25,5.1,4.7,4.9,31.7,0,0,10.1,20.4,0,0,0,0.068,1.1,-2.3,-1.2,0,1984
Reggie Theus,PG,26,KCK,3,81,14.3,0.454,0.07,0.233,4.8,11.2,7.6,31.7,3,0,16,27.9,-0.1,0.1,0,-0.003,-0.7,0.9,0.2,0,1984
Isiah Thomas*,PG,22,DET,5,198,20.6,0.544,0.072,0.422,3.7,6.9,5.3,42.3,3.1,1.7,18.9,24.6,0.3,0.2,0.5,0.129,5.1,1.6,6.7,0.4,1984
LaSalle Thompson,C,22,KCK,3,93,16.5,0.502,0,0.275,11.5,26.5,17.9,6.7,1.6,2.5,10,21.5,0.1,0.1,0.2,0.098,-0.2,0.4,0.2,0.1,1984
Mychal Thompson,C,29,POR,4,121,21.5,0.568,0,0.5,7.8,22.8,14.3,18.9,2,1.5,10.1,20.6,0.3,0.1,0.4,0.16,3.3,2.1,5.4,0.2,1984
Sedale Threatt,PG,22,PHI,3,6,7.1,0.333,0.667,0,20.1,19.5,19.8,25.6,7.9,0,40,34.6,-0.1,0,0,-0.298,-5.6,0.9,-4.7,0,1984
Ray Tolbert,PF,25,DET,1,2,0,,,,0,0,0,0,0,0,,0,0,0,0,0.002,-2.2,-2.2,-4.3,0,1984
Andrew Toney,SG,26,PHI,5,180,12.1,0.571,0.065,0.39,3.4,3.9,3.6,17.8,1.1,0.3,21.7,26.6,0,0.2,0.1,0.029,-0.9,-2.5,-3.4,-0.1,1984
Kelly Tripucka,SF,24,DET,5,208,18.1,0.55,0.01,0.5,5.1,7.2,6.1,11.6,2.5,0,12.6,27.4,0.3,0.2,0.5,0.123,2.1,0,2.1,0.2,1984
Trent Tucker,SG,24,NYK,12,254,11.1,0.515,0.06,0.119,2.7,5.3,4,15.5,2.1,0.7,12,16.4,0.1,0.1,0.3,0.05,-1.1,0.9,-0.2,0.1,1984
Elston Turner,SF,24,DAL,8,53,14.3,0.35,0,0,9.8,11.4,10.5,22.3,5.8,1.1,13,18.5,-0.1,0.1,0,0.006,-1.4,4.5,3.1,0.1,1984
Terry Tyler,SF,27,DET,5,42,15.8,0.447,0,0.375,12.6,5.5,9.2,3.9,0,4.1,3.5,27.6,0,0,0.1,0.063,1.9,-2.3,-0.4,0,1984
Darnell Valentine,PG,24,POR,5,178,21.2,0.61,0,0.583,1.8,6.2,3.7,35.3,2.5,0.3,12.7,20.3,0.6,0,0.7,0.183,2.8,1.4,4.2,0.3,1984
,,,,,,,,,,,,,,,,,,,,,,,,,,1984
Kiki Vandeweghe,PF,25,DEN,5,180,22.8,0.586,0.052,0.292,3.7,11.1,7.3,15.3,2.3,1.6,8.5,25.8,0.5,0.1,0.6,0.162,3.6,0.7,4.2,0.3,1984
Pete Verhoeven,PF,24,POR,3,19,-4.1,1.136,,,0,0,0,0,2.6,0,53.2,4.1,0,0,0,0.021,-14.1,2.4,-11.7,0,1984
Jay Vincent,SF,24,DAL,10,353,12.6,0.502,0.008,0.5,8.5,14.1,11.1,8,1,0.2,14.2,21.3,0.2,0.1,0.3,0.041,-2.2,-1,-3.2,-0.1,1984
Danny Vranes,SF,25,SEA,5,147,11.2,0.428,0.026,0.179,12.3,15.6,14,10.1,1.1,2.4,10.6,14.6,0,0.2,0.2,0.079,-2.5,0.6,-2,0,1984
Darrell Walker,PG,22,NYK,12,195,10.9,0.44,0,0.63,11.7,8.6,10.1,14.4,6,0.6,25.6,26.6,-0.6,0.3,-0.3,-0.066,-4.2,2.9,-1.3,0,1984
Foots Walker,PG,32,NJN,2,4,-8.1,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,-0.176,-8.6,-5,-13.6,0,1984
Marvin Webster,C,31,NYK,12,204,11.6,0.52,0,0.517,13.4,17.6,15.5,1.9,1,4.7,5.3,7.6,0.3,0.2,0.5,0.115,-0.6,1.4,0.9,0.1,1984
